NAME,B18101_001E,B18101_004E,B18101_007E,B18101_010E,B18101_013E,B18101_016E,B18101_019E,B18101_023E,B18101_026E,B18101_029E,B18101_032E,B18101_035E,B18101_038E,state,county,tract
Census Tract 267; New York County; New York,2053,0,0,0,0,5,0,0,0,18,77,13,12,36,061,026700
Census Tract 269; New York County; New York,7664,0,0,3,176,105,106,0,0,101,258,253,177,36,061,026900
Census Tract 271; New York County; New York,7583,0,21,55,167,27,49,0,0,168,21,100,48,36,061,027100
Census Tract 273; New York County; New York,7317,0,70,0,55,9,43,0,31,0,155,59,47,36,061,027300
Census Tract 275; New York County; New York,3089,0,9,19,390,64,53,0,0,0,37,11,42,36,061,027500
Census Tract 277; New York County; New York,6099,0,105,0,0,86,269,0,24,0,70,146,44,36,061,027700
Census Tract 279; New York County; New York,10035,0,17,216,120,79,97,0,71,159,421,113,79,36,061,027900
Census Tract 281; New York County; New York,3038,0,0,51,0,9,4,0,0,68,16,15,57,36,061,028100
Census Tract 283; New York County; New York,8132,0,19,130,108,191,87,0,66,132,286,163,111,36,061,028300
Census Tract 285; New York County; New York,7712,0,22,49,96,74,81,0,63,18,138,260,318,36,061,028500
Census Tract 287; New York County; New York,4001,0,0,19,65,0,60,0,0,19,72,21,17,36,061,028700
Census Tract 291; New York County; New York,10831,55,91,150,416,134,38,0,0,112,673,98,183,36,061,029100
Census Tract 293; New York County; New York,8677,0,54,0,427,51,133,0,195,0,202,249,304,36,061,029300
Census Tract 295; New York County; New York,7542,0,0,0,165,90,60,0,136,65,195,208,102,36,061,029500
Census Tract 297; New York County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,061,029700
Census Tract 299; New York County; New York,3430,0,0,9,235,74,10,0,0,17,242,144,151,36,061,029900
Census Tract 303; New York County; New York,3823,0,0,1,58,99,54,0,37,0,71,28,117,36,061,030300
Census Tract 307; New York County; New York,3906,0,9,51,53,10,63,0,8,0,73,52,38,36,061,030700
Census Tract 309; New York County; New York,10529,0,369,238,158,188,98,0,90,114,934,326,175,36,061,030900
Census Tract 311; New York County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,061,031100
Census Tract 317.03; New York County; New York,5960,0,35,33,0,74,69,0,0,22,30,35,153,36,061,031703
Census Tract 317.04; New York County; New York,10147,0,31,0,137,18,0,0,0,0,84,102,0,36,061,031704
Census Tract 319; New York County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,061,031900
Census Tract 1.01; Queens County; New York,4600,0,0,36,52,0,22,0,0,17,77,55,188,36,081,000101
Census Tract 1.02; Queens County; New York,6304,0,0,21,65,0,0,0,0,15,15,15,33,36,081,000102
Census Tract 1.03; Queens County; New York,31,0,0,0,0,0,0,0,0,0,0,0,0,36,081,000103
Census Tract 1.04; Queens County; New York,303,0,0,0,13,26,5,0,0,0,0,0,0,36,081,000104
Census Tract 2; Queens County; New York,2344,0,5,23,54,83,13,0,0,29,83,3,15,36,081,000200
Census Tract 4; Queens County; New York,4684,0,0,9,82,94,73,0,0,20,53,38,17,36,081,000400
Census Tract 6; Queens County; New York,3888,0,90,0,47,56,32,0,39,40,43,97,17,36,081,000600
Census Tract 7.01; Queens County; New York,3559,0,17,12,0,0,0,0,0,0,18,15,0,36,081,000701
Census Tract 7.02; Queens County; New York,4131,0,0,0,93,22,17,0,0,58,0,23,64,36,081,000702
Census Tract 8; Queens County; New York,3617,0,8,35,28,16,14,0,0,47,67,88,91,36,081,000800
Census Tract 10; Queens County; New York,4894,0,3,33,38,18,0,0,17,12,45,75,11,36,081,001000
Census Tract 12; Queens County; New York,4596,0,151,0,79,39,28,0,19,0,81,42,41,36,081,001200
Census Tract 14; Queens County; New York,3966,0,0,7,226,93,1,0,87,0,32,25,37,36,081,001400
Census Tract 16; Queens County; New York,2501,0,0,4,11,7,30,0,0,17,73,0,75,36,081,001600
Census Tract 18; Queens County; New York,2856,0,0,2,40,71,11,0,10,25,26,38,108,36,081,001800
Census Tract 19.01; Queens County; New York,1974,0,0,22,0,0,0,0,0,13,16,0,0,36,081,001901
Census Tract 19.02; Queens County; New York,6099,0,0,0,42,0,45,0,0,106,0,34,0,36,081,001902
Census Tract 19.03; Queens County; New York,1409,0,0,0,10,0,0,0,0,1,2,0,0,36,081,001903
Census Tract 20; Queens County; New York,1609,0,0,3,12,12,10,0,0,1,11,46,8,36,081,002000
Census Tract 22; Queens County; New York,2324,0,9,0,12,26,17,0,0,9,21,30,10,36,081,002200
Census Tract 24; Queens County; New York,2185,0,0,12,57,18,18,0,25,27,22,57,26,36,081,002400
Census Tract 25; Queens County; New York,6032,15,45,41,118,32,71,0,0,74,379,286,209,36,081,002500
Census Tract 26; Queens County; New York,2218,0,0,3,52,66,14,0,19,12,16,74,39,36,081,002600
Census Tract 28; Queens County; New York,3160,0,25,16,64,13,119,0,0,0,58,26,0,36,081,002800
Census Tract 30; Queens County; New York,1497,0,4,2,38,9,16,0,0,7,12,51,45,36,081,003000
Census Tract 31; Queens County; New York,1663,0,0,11,17,0,39,0,0,20,25,0,4,36,081,003100
Census Tract 32; Queens County; New York,1835,0,9,0,50,5,0,0,0,15,28,31,46,36,081,003200
Census Tract 33.01; Queens County; New York,3303,0,0,20,27,0,0,0,0,52,22,0,0,36,081,003301
Census Tract 33.02; Queens County; New York,918,0,0,6,106,0,0,0,0,0,14,6,59,36,081,003302
Census Tract 34; Queens County; New York,2600,19,11,0,52,1,10,0,0,0,9,14,40,36,081,003400
Census Tract 36; Queens County; New York,3448,0,21,0,16,22,57,0,0,0,58,138,10,36,081,003600
Census Tract 37; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,003700
Census Tract 38; Queens County; New York,2255,0,0,8,11,11,14,0,0,29,12,21,51,36,081,003800
Census Tract 39; Queens County; New York,1474,0,0,24,22,0,0,0,18,30,38,0,16,36,081,003900
Census Tract 40.01; Queens County; New York,2152,0,22,0,49,15,7,0,0,8,34,0,20,36,081,004001
Census Tract 40.02; Queens County; New York,1654,0,0,0,23,21,0,0,33,0,11,17,17,36,081,004002
Census Tract 42; Queens County; New York,4414,0,0,22,161,19,35,0,0,8,47,30,39,36,081,004200
Census Tract 43; Queens County; New York,1912,0,20,40,51,53,26,0,6,35,112,41,62,36,081,004300
Census Tract 44.01; Queens County; New York,3595,0,1,38,26,0,45,16,0,19,58,30,99,36,081,004401
Census Tract 45; Queens County; New York,2750,0,0,0,52,46,41,0,0,9,59,77,169,36,081,004500
Census Tract 47; Queens County; New York,4254,0,0,42,64,50,24,0,0,41,142,95,110,36,081,004700
Census Tract 50; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,005000
Census Tract 51; Queens County; New York,2262,0,0,22,24,5,0,14,0,9,21,96,39,36,081,005100
Census Tract 52; Queens County; New York,2671,0,0,57,64,0,1,0,0,0,70,33,17,36,081,005200
Census Tract 53; Queens County; New York,5509,0,64,33,0,0,32,0,0,0,25,7,75,36,081,005300
Census Tract 54; Queens County; New York,5363,0,15,124,161,96,86,0,14,14,183,129,126,36,081,005400
Census Tract 55; Queens County; New York,1375,0,0,0,12,12,0,0,0,0,13,0,16,36,081,005500
Census Tract 57; Queens County; New York,4077,0,23,80,34,20,31,0,0,17,10,37,13,36,081,005700
Census Tract 58; Queens County; New York,6012,0,7,66,171,30,152,0,28,0,100,17,101,36,081,005800
Census Tract 59; Queens County; New York,4123,0,0,29,28,9,151,0,0,0,25,41,106,36,081,005900
Census Tract 61; Queens County; New York,5186,0,76,18,212,0,0,0,0,16,45,17,15,36,081,006100
Census Tract 62.01; Queens County; New York,6119,0,98,0,282,60,148,0,16,0,30,112,347,36,081,006201
Census Tract 62.02; Queens County; New York,6830,0,89,21,33,188,81,0,43,0,55,93,428,36,081,006202
Census Tract 63; Queens County; New York,6052,0,0,72,0,47,48,0,20,19,101,0,121,36,081,006300
Census Tract 65.01; Queens County; New York,3059,0,0,10,74,3,0,0,0,30,13,29,29,36,081,006501
Census Tract 65.02; Queens County; New York,3853,0,0,0,56,28,0,0,0,0,38,29,15,36,081,006502
Census Tract 69; Queens County; New York,4285,0,0,57,77,14,54,0,0,38,68,31,58,36,081,006900
Census Tract 71; Queens County; New York,3298,0,0,13,79,0,51,0,0,0,71,52,8,36,081,007100
Census Tract 73; Queens County; New York,3577,0,38,11,52,73,19,0,0,13,35,26,14,36,081,007300
Census Tract 75; Queens County; New York,4596,0,16,50,91,15,1,0,16,0,86,62,139,36,081,007500
Census Tract 77; Queens County; New York,1935,0,0,30,31,79,17,0,0,0,48,0,33,36,081,007700
Census Tract 79; Queens County; New York,2683,0,0,9,23,118,15,0,0,18,60,50,10,36,081,007900
Census Tract 81; Queens County; New York,1298,0,0,12,13,0,0,0,0,11,12,0,2,36,081,008100
Census Tract 83; Queens County; New York,2534,0,19,17,16,2,18,0,0,19,70,27,12,36,081,008300
Census Tract 85; Queens County; New York,1554,0,0,17,53,0,0,0,0,12,54,2,0,36,081,008500
Census Tract 86; Queens County; New York,3068,0,20,0,89,62,24,0,0,0,71,39,20,36,081,008600
Census Tract 87; Queens County; New York,3299,0,9,51,50,87,15,0,71,0,327,85,55,36,081,008700
Census Tract 88; Queens County; New York,3624,0,0,16,113,24,49,0,0,0,132,35,61,36,081,008800
Census Tract 91; Queens County; New York,1790,0,0,11,11,0,8,0,55,37,50,0,31,36,081,009100
Census Tract 94; Queens County; New York,2874,0,0,15,74,97,19,0,0,76,29,8,51,36,081,009400
Census Tract 95; Queens County; New York,2057,0,0,22,16,21,18,0,5,0,24,0,48,36,081,009500
Census Tract 96; Queens County; New York,3308,0,0,39,54,65,35,0,0,45,20,79,82,36,081,009600
Census Tract 97; Queens County; New York,3820,0,0,0,77,9,16,0,21,24,98,42,26,36,081,009700
Census Tract 98; Queens County; New York,2358,0,0,0,35,38,19,0,0,0,43,68,9,36,081,009800
Census Tract 99; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,009900
Census Tract 100; Queens County; New York,3184,0,0,13,60,38,0,0,14,48,72,13,38,36,081,010000
Census Tract 101; Queens County; New York,2611,0,0,0,60,30,52,0,0,0,74,36,86,36,081,010100
Census Tract 102; Queens County; New York,2837,0,6,17,33,22,0,0,0,14,45,18,7,36,081,010200
Census Tract 103; Queens County; New York,4288,0,0,49,79,183,46,0,0,10,60,34,43,36,081,010300
Census Tract 104; Queens County; New York,3455,0,27,5,33,30,33,0,0,0,55,30,91,36,081,010400
Census Tract 105; Queens County; New York,4930,0,0,69,72,0,65,0,0,43,434,44,38,36,081,010500
Census Tract 106; Queens County; New York,2998,0,0,9,56,51,14,0,7,20,45,27,63,36,081,010600
Census Tract 107.01; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,010701
Census Tract 108; Queens County; New York,3255,0,38,71,27,23,22,0,7,0,78,26,36,36,081,010800
Census Tract 110; Queens County; New York,2951,0,0,0,56,0,19,0,0,19,50,27,5,36,081,011000
Census Tract 111; Queens County; New York,2995,0,27,0,92,72,0,0,3,37,113,29,85,36,081,011100
Census Tract 112; Queens County; New York,2488,0,17,6,45,50,198,10,0,0,30,26,26,36,081,011200
Census Tract 113; Queens County; New York,4627,0,0,11,90,90,11,0,0,0,27,8,28,36,081,011300
Census Tract 114; Queens County; New York,2368,0,15,52,13,23,10,0,10,4,13,16,18,36,081,011400
Census Tract 115; Queens County; New York,2369,0,0,102,2,9,18,0,0,13,40,26,38,36,081,011500
Census Tract 116; Queens County; New York,2069,0,0,25,56,28,10,0,0,20,83,28,48,36,081,011600
Census Tract 117; Queens County; New York,4268,0,0,0,12,0,42,0,0,0,29,1,47,36,081,011700
Census Tract 118; Queens County; New York,2512,0,0,9,44,34,33,0,0,7,108,9,16,36,081,011800
Census Tract 119; Queens County; New York,1648,0,0,12,4,0,9,0,0,4,4,0,67,36,081,011900
Census Tract 120; Queens County; New York,2453,0,0,0,25,0,8,0,0,0,48,52,55,36,081,012000
Census Tract 121; Queens County; New York,2013,0,21,13,23,74,37,0,0,18,0,63,15,36,081,012100
Census Tract 122; Queens County; New York,2894,0,6,23,48,25,20,0,5,14,31,59,30,36,081,012200
Census Tract 123.01; Queens County; New York,3063,0,0,24,0,6,37,0,22,10,27,13,22,36,081,012301
Census Tract 124; Queens County; New York,3132,0,0,25,25,17,32,0,0,49,160,114,20,36,081,012400
Census Tract 125; Queens County; New York,1463,10,12,0,5,0,7,0,0,29,6,22,33,36,081,012500
Census Tract 126.01; Queens County; New York,2676,0,16,19,26,24,5,0,0,0,44,27,41,36,081,012601
Census Tract 126.02; Queens County; New York,2413,0,11,8,7,20,0,0,11,7,70,18,23,36,081,012602
Census Tract 128; Queens County; New York,2390,0,26,1,38,12,69,0,63,0,13,53,61,36,081,012800
Census Tract 130; Queens County; New York,1862,0,8,1,22,22,43,0,0,0,44,18,55,36,081,013000
Census Tract 132; Queens County; New York,1996,18,10,9,4,0,16,0,0,0,21,9,34,36,081,013200
Census Tract 134; Queens County; New York,5731,0,43,14,98,100,68,0,0,14,91,59,101,36,081,013400
Census Tract 135; Queens County; New York,1014,0,7,0,4,32,25,0,0,0,6,5,60,36,081,013500
Census Tract 136; Queens County; New York,2102,27,0,4,83,26,46,0,0,0,34,20,0,36,081,013600
Census Tract 137; Queens County; New York,1959,0,14,33,58,41,9,0,10,11,77,15,14,36,081,013700
Census Tract 138; Queens County; New York,3919,0,27,24,73,11,25,0,0,28,62,16,138,36,081,013800
Census Tract 140; Queens County; New York,4096,0,0,0,8,31,21,14,0,100,58,67,45,36,081,014000
Census Tract 141; Queens County; New York,1552,0,15,20,28,4,6,0,25,11,19,12,36,36,081,014100
Census Tract 142.01; Queens County; New York,4549,0,0,0,85,10,64,0,0,46,135,77,21,36,081,014201
Census Tract 142.02; Queens County; New York,2451,0,0,4,65,47,69,0,0,24,175,16,126,36,081,014202
Census Tract 143; Queens County; New York,3868,0,0,0,50,9,38,0,33,32,81,34,62,36,081,014300
Census Tract 144; Queens County; New York,1633,0,0,0,24,53,5,0,23,29,44,37,20,36,081,014400
Census Tract 145; Queens County; New York,2406,0,10,19,40,23,0,0,13,22,28,58,30,36,081,014500
Census Tract 147; Queens County; New York,3220,0,22,0,59,31,13,0,0,41,12,43,26,36,081,014700
Census Tract 148; Queens County; New York,1803,0,0,0,59,17,12,0,37,8,44,22,46,36,081,014800
Census Tract 149; Queens County; New York,2315,0,0,38,10,27,11,0,0,81,0,0,9,36,081,014900
Census Tract 150; Queens County; New York,2454,0,0,5,21,6,6,0,0,12,6,74,46,36,081,015000
Census Tract 151; Queens County; New York,2706,0,0,0,64,0,0,0,0,98,27,0,49,36,081,015100
Census Tract 152; Queens County; New York,2665,0,0,11,17,24,76,0,0,9,67,21,56,36,081,015200
Census Tract 153; Queens County; New York,1834,0,0,12,10,7,33,0,0,29,0,0,18,36,081,015300
Census Tract 154; Queens County; New York,2016,0,1,0,38,30,0,0,0,0,88,56,19,36,081,015400
Census Tract 155; Queens County; New York,2015,0,0,49,7,18,7,0,0,0,5,9,10,36,081,015500
Census Tract 156; Queens County; New York,3267,0,39,0,33,43,75,0,26,0,0,41,59,36,081,015600
Census Tract 157; Queens County; New York,1786,0,0,31,18,0,0,0,0,15,0,44,40,36,081,015700
Census Tract 158.01; Queens County; New York,3622,0,0,0,62,0,0,0,0,0,22,46,63,36,081,015801
Census Tract 158.02; Queens County; New York,5263,0,0,15,184,76,217,0,0,0,54,53,155,36,081,015802
Census Tract 159; Queens County; New York,3535,0,0,32,121,42,15,0,0,8,62,10,87,36,081,015900
Census Tract 161; Queens County; New York,2253,0,3,29,31,11,22,0,0,41,15,15,13,36,081,016100
Census Tract 163; Queens County; New York,3998,0,72,29,53,12,25,0,0,22,227,59,187,36,081,016300
Census Tract 164; Queens County; New York,3275,0,9,0,96,145,15,0,0,0,92,7,19,36,081,016400
Census Tract 166; Queens County; New York,4135,0,0,22,71,37,37,0,0,10,239,94,55,36,081,016600
Census Tract 168; Queens County; New York,3148,0,0,6,14,141,35,0,0,2,45,73,41,36,081,016800
Census Tract 169; Queens County; New York,5387,0,30,0,35,11,21,0,0,12,120,34,112,36,081,016900
Census Tract 170; Queens County; New York,2519,0,0,0,35,10,14,0,28,21,31,24,7,36,081,017000
Census Tract 171.01; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,017101
Census Tract 171.02; Queens County; New York,41,0,0,0,0,0,0,0,0,0,0,0,0,36,081,017102
Census Tract 172; Queens County; New York,1790,0,0,7,0,9,29,0,0,32,98,25,25,36,081,017200
Census Tract 174; Queens County; New York,2804,0,0,10,29,10,0,0,18,28,44,61,61,36,081,017400
Census Tract 176; Queens County; New York,2305,0,7,0,5,0,34,0,8,0,48,18,66,36,081,017600
Census Tract 178; Queens County; New York,2146,0,0,21,11,0,6,0,0,41,33,16,44,36,081,017800
Census Tract 179.01; Queens County; New York,884,0,0,30,0,1,2,0,0,0,12,26,1,36,081,017901
Census Tract 179.02; Queens County; New York,43,0,0,0,0,16,0,0,0,0,0,0,0,36,081,017902
Census Tract 180; Queens County; New York,1515,0,9,79,66,0,8,0,0,9,8,43,0,36,081,018000
Census Tract 181.01; Queens County; New York,3727,0,9,15,52,0,33,0,0,53,80,45,23,36,081,018101
Census Tract 181.02; Queens County; New York,3679,0,19,21,19,12,29,0,0,0,110,0,13,36,081,018102
Census Tract 182; Queens County; New York,2785,0,24,9,28,25,0,0,0,10,112,9,32,36,081,018200
Census Tract 183; Queens County; New York,5459,0,0,51,18,11,16,0,0,0,18,0,12,36,081,018300
Census Tract 184.01; Queens County; New York,2048,0,16,0,0,18,7,0,0,11,83,20,0,36,081,018401
Census Tract 184.02; Queens County; New York,2829,0,0,30,63,58,0,0,0,0,70,46,63,36,081,018402
Census Tract 185.01; Queens County; New York,3714,0,0,0,88,15,19,0,0,19,36,27,51,36,081,018501
Census Tract 185.02; Queens County; New York,2981,0,0,0,16,13,0,0,0,23,16,27,37,36,081,018502
Census Tract 186; Queens County; New York,1792,0,7,21,42,5,5,0,0,24,16,40,25,36,081,018600
Census Tract 187; Queens County; New York,2968,0,45,16,37,10,9,0,0,58,0,23,58,36,081,018700
Census Tract 188; Queens County; New York,1302,0,12,6,29,0,2,0,0,0,0,4,26,36,081,018800
Census Tract 189; Queens County; New York,3111,0,0,0,0,26,21,0,0,0,9,71,72,36,081,018900
Census Tract 190; Queens County; New York,2542,0,19,17,29,13,0,0,14,0,71,18,14,36,081,019000
Census Tract 192; Queens County; New York,2133,0,7,0,50,13,6,0,14,0,71,47,6,36,081,019200
Census Tract 194; Queens County; New York,2936,0,0,56,56,8,0,0,23,13,58,29,35,36,081,019400
Census Tract 196; Queens County; New York,3532,0,8,30,52,0,26,0,0,0,61,50,49,36,081,019600
Census Tract 198; Queens County; New York,2888,0,23,6,90,48,0,0,0,0,64,0,0,36,081,019800
Census Tract 199.01; Queens County; New York,258,0,0,0,0,20,0,0,7,11,15,0,10,36,081,019901
Census Tract 199.02; Queens County; New York,116,0,0,0,17,0,0,0,0,0,0,0,0,36,081,019902
Census Tract 199.03; Queens County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,081,019903
Census Tract 202; Queens County; New York,1752,0,15,12,14,14,0,0,0,0,3,40,42,36,081,020200
Census Tract 204; Queens County; New York,1989,0,0,33,57,0,20,0,0,0,18,22,100,36,081,020400
Census Tract 205; Queens County; New York,1419,0,32,0,15,3,9,0,0,0,27,6,5,36,081,020500
